Contrato,Predicao_Fraude,Valor_Renda,QT_Dias_Atraso,Total_Pago
322083969715,1,2500.0,225.0,922.69
322083970715,1,11101.0,251.0,1847.0
322083971715,0,1930.0,41.0,5115.44
322083974715,0,1819.0,,7892.89
322083975715,0,3200.0,,5526.48
322083976715,0,8000.0,,11552.64
322083977715,0,2000.0,71.0,4025.34
322083979715,1,6000.0,284.0,1478.13
322083981715,1,5000.0,344.0,441.96
322083983715,0,10000.0,,6327.01
322083984715,0,5500.0,,7174.95
322083985715,1,6000.0,344.0,553.65
322083986715,0,5500.0,,28638.55
322083987715,0,10000.0,,6313.04
322083991715,0,3100.0,,7316.81
322083993715,1,3000.0,284.0,1642.5
322083994715,1,3523.78,194.0,2952.78
322084005715,0,2100.0,71.0,2743.06
322084007715,0,7000.0,,52681.38
322084010715,0,2100.0,71.0,3202.22
322084011715,0,1200.0,,2405.17
322084012715,1,6200.0,315.0,938.32
322084013715,0,5200.0,,60010.49
322084015715,0,3500.0,,8963.59
322084019715,0,10000.0,11.0,11342.62
322084022715,1,1500.0,225.0,799.94
322084027715,1,2200.0,284.0,758.3
322084028715,1,5100.0,344.0,568.0
322084030715,0,2000.0,,4271.47
322084031715,0,8000.0,,28861.82
322084032715,1,3000.0,344.0,461.5
322084034715,1,4000.0,344.0,272.87
322084037715,1,5000.0,315.0,1240.0
322084040715,1,4000.0,284.0,3534.68
322084044715,1,2000.0,315.0,972.03
322084046715,0,4000.0,11.0,6802.69
322084048715,1,5000.0,133.0,4594.18
322084052715,1,2000.0,251.0,839.85
322084053715,0,3000.0,,5086.73
322084057715,0,2000.0,,7538.13
322084059715,1,1876.0,133.0,2910.0
322084060715,0,1900.0,,5349.64
322084063715,0,3500.0,,11201.47
322084065715,1,1525.0,344.0,0.0
322084072715,0,4000.0,,4792.85
322084073715,1,3100.0,315.0,355.0
322084077715,0,5500.0,103.0,11866.14
322084081715,0,5000.0,,5079.76
322084083715,0,15000.0,,7799.47
322084085715,0,5000.0,11.0,16766.1
322084090715,0,6150.0,,3571.37
322084093715,1,1900.0,194.0,2130.0
322084096715,1,2100.0,344.0,683.43
322084108715,1,7000.0,315.0,1926.82
322084109715,0,3200.0,,2002.84
322084144715,0,4000.0,,5417.15
322084159715,0,4500.0,,4118.07
322084160715,0,1200.0,,5062.53
322084161715,0,2000.0,11.0,5608.45
322084162715,0,8700.0,,43138.47
322084167715,0,3000.0,,7132.84
322084170715,0,6000.0,,6097.75
322084171715,1,3000.0,162.0,3405.55
322084176715,1,3000.0,344.0,363.0
322084182715,1,6000.0,251.0,1065.0
322084183715,1,1300.0,284.0,710.0
322084184715,0,3500.0,,4554.86
322084186715,1,2800.0,315.0,515.8
322084190715,0,1500.0,,7337.14
322084191715,0,3000.0,,4472.45
322084192715,0,2321.0,11.0,5833.96
322084193715,1,2500.0,162.0,4207.14
322084195715,0,3100.0,,4313.15
322084197715,0,2000.0,133.0,3022.27
322084199715,1,3000.0,315.0,357.7
322084201715,0,3800.0,,6314.31
322084203715,0,5000.0,,36968.5
322084206715,1,2800.0,194.0,3681.85
322084207715,1,1100.0,315.0,273.56
322084209715,0,10000.0,,3794.52
322084210715,0,5000.0,,7866.8
322084216715,0,3400.0,,35801.16
322084220715,1,1800.0,344.0,286.16
322084223715,0,2400.0,11.0,13879.6
322084224715,1,2500.0,344.0,560.96
322084229715,1,1200.0,284.0,710.0
322084233715,1,3500.0,251.0,2466.0
322084234715,1,2000.0,225.0,537.83
322084236715,1,1700.0,225.0,1166.04
322084239715,1,1800.0,315.0,355.0
322084241715,1,2100.0,315.0,736.6
322084243715,1,5000.0,344.0,0.0
322084244715,0,2000.0,,4652.94
322084246715,1,2500.0,344.0,615.16
322084247715,0,2000.0,,6789.06
322084251715,0,9000.0,,3102.8
322084261715,0,2500.0,,7903.51
322084262715,1,3500.0,344.0,484.0
322084263715,0,2580.0,162.0,3686.3
322084266715,1,5000.0,344.0,615.0
322084270715,1,13000.0,162.0,12425.0
322084271715,1,2800.0,315.0,562.99
322084272715,1,2000.0,344.0,481.6
322084273715,1,5000.0,344.0,302.4
322084277715,1,2500.0,225.0,1427.69
322084279715,0,2500.0,,5435.79
322084280715,1,3000.0,344.0,353.94
322084286715,0,1700.0,315.0,6086.19
322084288715,1,3000.0,315.0,984.26
322084294715,0,10000.0,,38811.1
322084300715,0,12000.0,,11566.16
322084302715,1,2500.0,315.0,968.0
322084313715,1,2266.0,344.0,285.75
322084314715,1,1200.0,315.0,302.93
322084316715,0,10000.0,,16185.65
322084321715,1,6622.0,133.0,2331.43
322084322715,1,5000.0,251.0,1767.84
322084328715,1,4000.0,315.0,984.26
322084336715,0,3600.0,,6696.7
322084343715,0,4000.0,103.0,7016.63
322084346715,1,1100.0,251.0,426.66
322084361715,1,1388.0,284.0,284.44
322084378715,1,2100.0,344.0,642.64
322084379715,0,3993.0,71.0,2558.9
322084389715,0,1800.0,,16251.78
322084458715,1,13000.0,284.0,3727.5
322084459715,1,13000.0,284.0,3752.7
322084483715,1,3800.0,284.0,794.1
322084486715,1,2000.0,315.0,736.6
322084487715,1,2500.0,225.0,1942.3
322084489715,0,2000.0,,3100.79
322084494715,0,3250.0,,6350.72
322084495715,0,5000.0,,5024.84
322084496715,0,5000.0,,5024.84
322084504715,0,6323.93,11.0,3494.89
322084506715,0,3205.0,103.0,5391.96
322084507715,0,1500.0,,5320.45
322084508715,0,1500.0,,4881.52
322084512715,0,1294.0,11.0,3340.34
322084513715,0,3800.0,11.0,4034.88
322084516715,0,2500.0,,3783.92
322084517715,0,2000.0,,4808.89
322084518715,1,4800.0,315.0,512.67
322084519715,1,3100.0,344.0,744.71
322084520715,0,2800.0,11.0,3087.55
322084522715,0,1300.0,315.0,2527.25
322084524715,1,3100.0,315.0,745.81
322084527715,1,25000.0,344.0,2300.0
322084529715,1,1500.0,225.0,2046.0
322084530715,1,1500.0,315.0,341.32
322084531715,0,3500.0,,9325.51
322084533715,0,2000.0,,34062.71
322084535715,1,1336.0,284.0,537.62
322084536715,0,3100.0,103.0,3353.21
322084538715,1,2200.0,284.0,1104.9
322084541715,1,4500.0,315.0,724.6
322084543715,0,3500.0,,70357.13
322084544715,0,2500.0,,9861.64
322084546715,1,2500.0,225.0,3005.1
322084552715,1,15000.0,344.0,1685.6
322084554715,0,2000.0,,9157.87
322084556715,1,2000.0,284.0,1117.05
322084561715,0,3000.0,,6420.38
322084562715,1,3800.0,344.0,359.9
322084566715,0,8000.0,103.0,21051.74
322084567715,1,4500.0,284.0,547.5
322084569715,0,5000.0,,8423.79
322084573715,0,5800.0,,12462.7
322084574715,0,2500.0,11.0,4146.31
322084581715,1,5000.0,251.0,3022.61
322084583715,0,5000.0,103.0,5997.68
322084585715,0,3500.0,,4170.53
322084587715,0,10000.0,11.0,36246.77
322084588715,0,3000.0,,33677.17
322084589715,0,10000.0,11.0,34536.6
322084590715,0,3200.0,,4504.03
322084591715,1,1300.0,225.0,680.66
322084593715,0,10000.0,11.0,35699.56
322084594715,0,5000.0,,9486.24
322084597715,0,2400.0,41.0,2672.13
322084602715,0,2000.0,,3677.64
322084606715,0,8000.0,251.0,2499.79
322084608715,0,5800.0,,6322.49
322084609715,1,5180.0,344.0,402.21
322084612715,0,1200.0,,4271.47
322084614715,0,5000.0,,9782.82
322084620715,1,2000.0,315.0,168.34
322084624715,0,2000.0,,2785.77
322084625715,0,6000.0,,5357.08
322084629715,0,2000.0,11.0,2228.09
322084631715,0,5000.0,,18505.87
322084632715,0,1800.0,11.0,2540.8
322084633715,0,2000.0,,4813.95
322084636715,0,5000.0,,5842.35
322084638715,0,2500.0,,9178.82
322084639715,1,7000.0,344.0,1849.32
322084640715,1,4000.0,344.0,968.06
322084643715,0,5100.0,,19925.44
322084644715,1,1224.0,315.0,765.33
322084645715,1,2000.0,284.0,429.24
322084648715,0,3000.0,71.0,7727.87
322084650715,1,7700.0,225.0,7820.93
322084653715,1,2000.0,251.0,1887.75
322084655715,0,1500.0,,22988.6
322084659715,0,9000.0,,26750.45
322084660715,0,3200.0,,4799.8
322084663715,1,8500.0,344.0,1611.0
322084665715,1,6000.0,284.0,4140.6
322084666715,0,2000.0,,8165.39
322084674715,0,9000.0,,26789.45
322084675715,1,5000.0,344.0,683.2
322084680715,1,3000.0,315.0,284.44
322084682715,1,3300.0,225.0,1956.03
322084683715,0,12000.0,,15103.48
322084684715,0,6000.0,41.0,26215.18
322084685715,1,5000.0,315.0,866.93
322084686715,0,6000.0,41.0,25318.75
322084687715,1,4000.0,315.0,284.44
322084688715,0,5000.0,,6380.95
322084689715,1,1800.0,251.0,1426.44
322084695715,1,8000.0,284.0,1955.0
322084697715,1,8000.0,225.0,5390.92
322084698715,1,1212.0,344.0,369.1
322084700715,1,2000.0,284.0,2141.18
322084701715,0,6500.0,,10349.77
322084704715,0,2100.0,41.0,2916.6
322084706715,1,1500.0,315.0,487.93
322084709715,0,2000.0,,39266.76
322084710715,0,4000.0,,6633.77
322084711715,0,5200.0,,11268.53
322084713715,0,2200.0,,11523.03
322084715715,1,4000.0,284.0,2219.4
322084722715,1,1900.0,251.0,1560.37
322084726715,1,2000.0,315.0,355.0
322084727715,0,2500.0,,8794.59
322084738715,0,15000.0,,7098.09
322084739715,0,6084.0,41.0,5991.5
322084746715,0,3000.0,,7762.44
322084749715,0,4200.0,103.0,4527.18
322084750715,1,4200.0,344.0,863.1
322084753715,1,1800.0,344.0,363.0
322084760715,0,2800.0,,6789.62
322084764715,0,5100.0,,12654.72
322084770715,0,12484.0,,16485.08
322084778715,0,2400.0,,9833.5
322084786715,1,1400.0,344.0,257.41
322084801715,0,5800.0,,7892.89
322084802715,0,4000.0,,7127.68
322084804715,1,2000.0,315.0,1230.32
322084809715,1,4000.0,315.0,1202.04
322084811715,1,6000.0,344.0,480.0
322084812715,0,2200.0,,7602.22
322084818715,1,3800.0,315.0,750.66
322084819715,0,1500.0,11.0,5828.65
322084820715,1,3000.0,133.0,7172.88
322084821715,1,60000.0,284.0,631.3
322084823715,0,5000.0,,31110.75
322084825715,1,5000.0,344.0,1185.72
322084827715,1,4000.0,344.0,249.5
322084828715,0,5000.0,251.0,12316.91
322084829715,0,4000.0,,12592.99
322084834715,0,5000.0,,9422.42
322084835715,1,3700.0,315.0,355.0
322084837715,1,1200.0,251.0,1553.84
322084838715,0,2500.0,,5868.15
322084840715,0,4000.0,103.0,2750.69
322084841715,1,3000.0,315.0,402.21
322084842715,0,2200.0,,7892.68
322084848715,0,4000.0,,12609.44
322084850715,1,4000.0,315.0,553.65
322084851715,0,2000.0,,5341.33
322084852715,1,4000.0,344.0,368.3
322084854715,1,2600.0,344.0,0.0
322084856715,1,5000.0,344.0,1031.18
322084857715,1,5000.0,251.0,2614.76
322084859715,0,3500.0,,5072.5
322084861715,0,30000.0,11.0,29862.36
322084862715,0,3200.0,,4144.36
322084865715,0,2064.94,,5088.83
322084869715,0,40000.0,,14696.91
322084871715,1,2000.0,225.0,1420.0
322084872715,1,4500.0,344.0,724.6
322084873715,0,40000.0,,14696.91
322084874715,0,3300.0,,31581.45
322084875715,0,5000.0,,28811.42
322084885715,1,2000.0,315.0,466.58
322084888715,1,6000.0,344.0,1482.16
322084890715,1,1650.0,284.0,1291.83
322084891715,1,6000.0,344.0,1482.16
322084892715,1,2100.0,344.0,312.5
322084893715,0,2800.0,,6679.59
322084894715,0,6000.0,,51843.88
322084895715,0,5000.0,,35594.23
322084897715,0,5000.0,,27670.65
322084904715,0,3500.0,,26503.42
322084906715,0,2500.0,71.0,3731.67
322084907715,0,2800.0,11.0,7062.77
322084909715,1,2500.0,225.0,1841.5
322084912715,1,2000.0,284.0,420.86
322084913715,0,9500.0,,8983.82
322084914715,0,1300.0,,6725.76
322084915715,0,9500.0,,8983.82
322084916715,1,5000.0,315.0,512.51
322084917715,0,9500.0,,8983.82
322084918715,1,8000.0,284.0,7925.76
322084920715,1,2000.0,344.0,578.42
322084921715,0,2041.0,,14456.91
322084923715,1,2000.0,344.0,388.46
322084925715,1,4500.0,315.0,615.16
322084926715,0,3500.0,,13652.8
322084927715,1,2874.44,284.0,511.98
322084928715,1,3800.0,344.0,738.2
322084929715,1,6000.0,344.0,903.52
322084932715,1,2000.0,284.0,710.0
322084934715,0,1200.0,,4815.32
322084937715,1,3850.0,133.0,2955.73
322084939715,1,2500.0,251.0,1740.57
322084940715,0,5000.0,,13376.95
322084941715,1,2400.0,284.0,426.66
322084942715,0,10000.0,,16192.63
322084947715,0,3000.0,,8862.03
322084948715,1,3600.0,344.0,229.16
322084950715,1,3500.0,284.0,1399.74
322084952715,0,3000.0,344.0,4494.03
322084953715,1,3500.0,284.0,3867.08
322084954715,0,9000.0,11.0,13702.07
322084958715,0,4000.0,,25194.79
322084959715,1,6000.0,251.0,5288.8
322084960715,0,4000.0,,17629.79
322084961715,1,3000.0,315.0,1761.4
322084962715,0,2000.0,,3872.2
322084963715,1,2500.0,284.0,2330.88
322084965715,0,4000.0,,39780.81
322084967715,0,3000.0,,6731.78
322084968715,1,5200.0,344.0,967.99
322084969715,1,2032.18,284.0,587.0
322084970715,1,1850.0,344.0,307.2
322084974715,1,12216.0,284.0,2485.0
322084977715,1,12216.0,284.0,2485.0
322084980715,0,5000.0,,36790.17
322084982715,0,15000.0,103.0,3884.27
322084983715,0,15000.0,103.0,3885.06
322084984715,1,2000.0,284.0,1455.0
322084985715,1,2000.0,344.0,369.1
322084986715,0,5000.0,103.0,1971.44
322084987715,1,6000.0,133.0,5435.05
322084991715,0,4500.0,,5095.04
322084994715,1,3000.0,284.0,1759.92
322084995715,1,4800.0,315.0,912.5
322084996715,0,3000.0,284.0,3427.72
322084997715,0,5000.0,,7786.81
322084998715,1,1514.0,344.0,321.77
322084999715,0,6000.0,,25214.88
322085000715,1,2400.0,344.0,603.0
322085002715,0,1889.0,41.0,4073.19
322085005715,0,5500.0,,22339.97
322085006715,1,5000.0,284.0,2910.0
322085011715,0,2500.0,,7410.28
322085012715,0,6700.0,,20399.82
322085013715,0,1500.0,,10903.03
322085016715,1,1800.0,251.0,1473.2
322085017715,0,1500.0,,10838.75
322085019715,0,2500.0,,3554.92
322085020715,0,6000.0,,12514.54
322085023715,0,3000.0,,5760.5
322085025715,1,3500.0,284.0,933.16
322085031715,1,3400.0,344.0,467.4
322085033715,1,5810.0,315.0,1238.33
322085034715,0,20000.0,41.0,4231.53
322085035715,0,4000.0,,8296.16
322085037715,0,1600.0,,3580.96
322085041715,1,6000.0,315.0,711.1
322085042715,0,2600.0,,10331.65
322085044715,1,5800.0,251.0,2130.12
322085054715,0,4500.0,,36779.98
322085055715,1,2211.23,251.0,1119.8
322085057715,1,4000.0,284.0,984.0
322085058715,1,1800.0,251.0,1041.66
322085059715,1,7000.0,284.0,2130.0
322085060715,1,4200.0,284.0,1797.15
322085065715,0,2500.0,,5375.57
322085066715,0,4000.0,,5572.91
322085067715,0,2379.05,251.0,2270.14
322085068715,1,3000.0,344.0,369.0
322085069715,0,2300.0,11.0,28477.15
322085070715,1,4600.0,315.0,442.22
322085072715,0,5000.0,,19259.6
322085073715,1,3000.0,344.0,279.95
322085074715,1,3500.0,251.0,1313.73
322085075715,1,3000.0,162.0,2719.22
322085076715,1,2000.0,162.0,1531.11
322085078715,1,1500.0,344.0,388.46
322085080715,0,8000.0,,57341.51
322085081715,1,2500.0,315.0,363.0
322085082715,0,2500.0,71.0,5240.08
322085083715,0,8000.0,,4841.37
322085085715,1,2100.0,133.0,4880.53
322085087715,0,2000.0,,5775.75
322085088715,0,3500.0,,7535.66
322085089715,1,5000.0,133.0,2905.77
322085090715,1,2500.0,315.0,739.8
322085093715,1,2500.0,344.0,388.46
322085094715,0,3500.0,,44875.95
322085096715,0,5000.0,,13903.22
322085097715,0,2500.0,,6434.33
322085098715,0,5000.0,,3297.62
322085099715,1,2600.0,284.0,1425.57
322085101715,0,300000.0,11.0,5276.28
322085104715,0,3000.0,,4297.37
322085109715,0,8000.0,,12101.9
322085110715,0,5500.0,,11566.16
322085112715,0,10000.0,,38262.39
322085114715,1,2600.0,344.0,726.0
322085115715,0,8500.0,,5064.23
322085116715,1,3500.0,315.0,739.8
322085117715,1,3000.0,344.0,388.46
322085118715,0,2950.0,,9524.01
322085119715,1,5200.0,225.0,2933.2
322085120715,1,2000.0,344.0,171.52
322085121715,0,2400.0,,10380.9
322085122715,0,6000.0,,17326.44
322085125715,0,6000.0,,8807.15
322085126715,1,3000.0,133.0,3907.62
322085127715,1,1500.0,251.0,1536.32
322085128715,1,3000.0,344.0,512.67
322085129715,1,2000.0,194.0,2230.25
322085130715,1,2000.0,344.0,726.0
322085132715,1,15000.0,194.0,4437.5
322085133715,1,15000.0,194.0,4437.5
322085140715,0,18000.0,,3287.68
322085141715,0,4700.0,11.0,4363.62
322085142715,1,1500.0,315.0,650.95
322085144715,0,2500.0,71.0,2485.0
322085146715,1,3500.0,344.0,331.31
322085148715,0,1800.0,,2515.81
322085149715,0,2400.0,,7762.43
322085150715,0,5000.0,,29756.92
322085151715,0,1784.0,,4592.79
322085153715,0,5000.0,,29717.92
322085155715,1,3500.0,194.0,5282.82
322085156715,0,2040.0,11.0,4085.57
322085158715,1,2500.0,344.0,315.65
322085159715,1,8000.0,315.0,616.98
322085161715,0,2000.0,,7858.48
322085162715,0,3000.0,,7351.77
322085164715,0,10000.0,,5556.1
322085165715,0,3000.0,,9267.97
322085166715,0,2240.0,,7866.8
322085167715,0,2000.0,,4981.13
322085168715,0,4000.0,,50881.71
322085169715,0,1500.0,,10220.88
322085171715,1,4000.0,251.0,3173.28
322085172715,0,2000.0,,6652.46
322085174715,1,1650.0,315.0,458.33
322085176715,1,8000.0,344.0,753.75
322085178715,1,1600.0,344.0,166.66
322085179715,1,3200.0,194.0,3727.2
322085180715,1,5300.0,251.0,1016.0
322085183715,0,6000.0,,15149.79
322085185715,1,2500.0,225.0,3630.0
322085187715,1,9700.0,225.0,1648.18
322085189715,0,8000.0,,14922.14
322085192715,1,3500.0,284.0,1688.97
322085193715,1,1300.0,284.0,821.25
322085194715,0,8401.0,,23221.0
322085195715,1,2500.0,251.0,1553.84
322085196715,1,5000.0,194.0,1306.52
322085197715,0,5000.0,,3607.41
322085199715,1,1500.0,251.0,1666.0
322085200715,1,5000.0,344.0,279.95
322085201715,1,12500.0,225.0,3966.6
322085202715,1,2030.0,225.0,2603.15
322085204715,0,1000.0,,3004.0
322085206715,0,2800.0,11.0,10942.58
322085207715,1,3000.0,162.0,2251.98
322085209715,0,2000.0,,4775.32
322085211715,0,3200.0,,13723.65
322085212715,1,5000.0,344.0,1688.97
322085214715,1,10500.0,133.0,4380.0
322085215715,0,5000.0,41.0,10418.47
322085218715,0,2000.0,,4271.47
322085221715,1,3900.0,284.0,1119.8
322085224715,0,2400.0,,6191.23
322085225715,0,2000.0,11.0,6723.86
322085226715,0,2556.0,225.0,5674.37
322085227715,0,4000.0,,9861.76
322085230715,0,4200.0,41.0,7126.66
322085231715,0,6000.0,,4941.48
322085232715,1,4100.0,251.0,2283.55
322085233715,1,10000.0,284.0,3432.0
322085237715,1,2500.0,315.0,355.0
322085238715,0,6500.0,,14207.08
322085239715,0,5000.0,,3322.8
322085240715,1,4000.0,284.0,837.57
322085241715,1,2900.0,344.0,4792.5
322085243715,1,2500.0,344.0,388.46
322085244715,0,10000.0,,23691.07
322085245715,0,5500.0,,19199.18
322085246715,0,3500.0,,5365.84
322085247715,0,5000.0,,9847.87
322085249715,1,6000.0,344.0,968.06
322085250715,1,10000.0,344.0,1691.38
322085252715,1,1700.0,251.0,1065.0
322085253715,1,1500.0,315.0,547.5
322085255715,0,2600.0,11.0,10553.2
322085256715,0,5000.0,,18564.57
322085257715,1,20000.0,162.0,9281.7
322085258715,0,10000.0,,31067.72
322085259715,0,2500.0,,3372.3
322085263715,0,3800.0,,7185.64
322085264715,0,6300.0,,44672.14
322085272715,0,4000.0,,4232.37
322085285715,1,1701.0,315.0,273.75
322085293715,0,3000.0,71.0,4394.74
322085295715,1,2100.0,284.0,2144.44
322085296715,0,2600.0,11.0,3004.66
322085302715,1,4200.0,315.0,808.68
322085305715,1,2800.0,284.0,749.98
322085306715,1,2200.0,284.0,644.1
322085307715,0,2157.0,,10843.74
322085309715,0,2200.0,,7167.43
322085310715,1,2065.0,251.0,1325.24
322085312715,0,2000.0,41.0,3905.0
322085314715,0,2500.0,,4815.32
322085315715,0,3000.0,11.0,5251.49
322085316715,0,14760.0,,44671.74
322085317715,1,2500.0,344.0,297.68
322085318715,0,14760.0,,44665.83
322085319715,1,2500.0,225.0,1287.05
322085320715,1,5000.0,284.0,2840.0
322085321715,1,2000.0,315.0,355.0
322085322715,1,1700.0,344.0,1107.3
322085323715,1,1800.0,251.0,1325.24
322085324715,0,2800.0,103.0,7713.9
322085325715,0,8000.0,,4799.8
322085326715,0,2800.0,,4271.47
322085329715,0,4800.0,,59001.12
322085330715,0,5000.0,,6322.49
322085333715,0,4000.0,251.0,3759.96
322085334715,1,1800.0,225.0,894.25
322085335715,0,3000.0,,7090.41
322085339715,0,5000.0,,4423.11
322085340715,0,8000.0,,1809.77
322085341715,0,2500.0,,6559.1
322085342715,0,4500.0,,11558.33
322085344715,1,2700.0,344.0,150.09
322085345715,0,2500.0,,3571.37
322085346715,1,2500.0,251.0,1102.79
322085348715,0,3500.0,,4881.31
322085349715,1,2700.0,251.0,1076.98
322085350715,0,5000.0,,15638.56
322085351715,0,3000.0,,10913.25
322085352715,0,10000.0,11.0,11106.07
322085353715,0,8000.0,103.0,16652.15
322085354715,0,2500.0,,30663.25
322085356715,1,5000.0,344.0,582.69
322085357715,1,3000.0,162.0,1316.5
322085358715,0,5000.0,103.0,3944.57
322085360715,1,12000.0,344.0,1190.0
322085364715,0,3800.0,,4822.7
322085367715,1,2500.0,315.0,744.2
322085368715,0,4000.0,,6388.98
322085371715,0,12650.0,,54739.56
322085372715,0,2500.0,71.0,4688.1
322085374715,0,10000.0,,10526.85
322085376715,1,4000.0,344.0,388.18
322085379715,1,2200.0,251.0,2182.5
322085381715,0,10000.0,,35526.93
322085382715,1,6000.0,315.0,994.76
322085383715,1,3000.0,344.0,515.83
322085386715,0,2000.0,,8003.58
322085387715,0,8000.0,,17869.08
322085388715,0,1600.0,,6679.5
322085390715,0,2500.0,11.0,3017.65
322085391715,1,3000.0,251.0,3002.64
322085392715,0,4800.0,,5315.67
322085394715,0,1600.0,,5357.35
322085395715,0,15000.0,11.0,21069.79
322085397715,0,10000.0,,12552.17
322085398715,1,7000.0,344.0,234.38
322085399715,1,15000.0,315.0,904.5
322085400715,0,2800.0,251.0,2311.73
322085403715,1,4000.0,344.0,1235.33
322085404715,0,3500.0,251.0,3286.62
322085405715,1,5000.0,133.0,4470.49
322085406715,0,2500.0,,5552.91
322085407715,0,6500.0,,6084.48
322085409715,0,10000.0,,17757.16
322085411715,0,5359.0,,36005.65
322085413715,0,2400.0,,23922.39
322085414715,1,1666.6,315.0,640.14
322085415715,1,3600.0,284.0,3266.97
322085417715,1,6500.0,344.0,738.0
322085418715,1,5000.0,194.0,2511.83
322085419715,1,2500.0,162.0,2130.0
322085420715,1,4800.0,344.0,1595.4
322085422715,1,3500.0,251.0,1104.9
322085424715,1,2000.0,284.0,952.62
322085425715,0,5000.0,,7891.04
322085426715,0,4000.0,11.0,8513.21
322085430715,1,3000.0,344.0,382.08
322085433715,0,35000.0,,15263.93
322085434715,0,6900.0,,25543.32
322085436715,0,2500.0,,8933.98
322085437715,0,2800.0,,4742.01
322085438715,1,3000.0,344.0,388.46
322085439715,0,1500.0,,6261.9
322085440715,0,3000.0,,4071.92
322085441715,1,3800.0,251.0,1476.39
322085442715,1,2000.0,344.0,275.0
322085443715,1,4000.0,344.0,940.0
322085446715,1,3500.0,133.0,5375.92
322085447715,0,3000.0,,4518.42
322085449715,0,5000.0,11.0,10912.94
322085451715,1,2500.0,133.0,4159.81
322085452715,0,4653.0,,7805.02
322085453715,0,2500.0,,9668.4
322085454715,0,1500.0,103.0,2840.0
322085456715,1,7000.0,194.0,3011.84
322085458715,0,3000.0,,13238.0
322085460715,0,2500.0,,9673.91
322085463715,1,10000.0,251.0,2130.0
322085467715,0,10000.0,41.0,14330.29
322085468715,1,1200.0,225.0,1037.11
322085473715,0,2500.0,,14961.31
322085475715,0,1500.0,103.0,3665.66
322085485715,0,5000.0,11.0,4459.54
322085487715,0,4500.0,,11776.92
322085495715,0,2369.0,,3583.24
322085497715,1,3500.0,251.0,3332.0
322085498715,0,5666.24,,21952.94
322085503715,1,3800.0,225.0,3966.6
322085504715,1,3100.0,344.0,368.5
322085506715,0,4521.89,,12670.36
322085507715,0,2500.0,,3500.98
322085508715,0,2500.0,11.0,8711.36
322085511715,1,1600.0,344.0,466.15
322085513715,0,1600.0,41.0,2720.47
322085514715,0,1810.0,,6865.64
322085517715,0,3000.0,,9994.62
322085519715,0,1900.0,71.0,1496.73
322085520715,1,6000.0,133.0,677.46
322085522715,1,8500.0,194.0,2212.5
322085524715,0,5000.0,,20623.46
322085525715,1,2861.99,251.0,3174.6
322085528715,1,1800.0,344.0,150.09
322085529715,1,8000.0,194.0,10725.14
322085530715,1,1600.0,344.0,466.15
322085531715,1,4800.0,344.0,876.96
322085532715,1,1600.0,344.0,150.09
322085533715,0,4500.0,,16011.84
322085534715,1,6500.0,162.0,14890.4
322085535715,0,4000.0,,6022.15
322085537715,1,3200.0,315.0,825.0
322085538715,0,5000.0,,3304.49
322085543715,0,2500.0,,27680.4
322085547715,0,2300.0,,29897.07
322085548715,1,2800.0,225.0,2673.51
322085549715,0,2700.0,103.0,3314.7
322085550715,1,3000.0,344.0,388.18
322085551715,0,16833.0,,10833.25
322085552715,1,3000.0,284.0,1479.6
322085553715,0,4000.0,,9582.0
322085556715,1,5000.0,284.0,2130.12
322085557715,0,10000.0,162.0,5983.82
322085559715,1,1400.0,251.0,736.55
322085562715,0,3000.0,,4815.32
322085563715,1,1816.0,284.0,1815.0
322085565715,0,2820.87,,4536.91
322085566715,0,2500.0,,4797.18
322085569715,1,10000.0,315.0,7618.97
322085570715,1,4000.0,344.0,776.92
322085575715,1,3300.0,344.0,738.2
322085576715,1,5000.0,225.0,1420.0
322085578715,0,2000.0,71.0,4469.47
322085579715,0,3800.0,,3064.65
322085580715,0,10000.0,,17895.93
322085581715,0,6000.0,,11566.16
322085582715,0,3000.0,,2397.74
322085583715,1,4200.0,315.0,738.0
322085586715,0,1400.0,,6551.31
322085588715,0,3800.0,,4174.75
322085590715,0,5500.0,,7332.82
322085591715,0,3100.0,,4340.81
322085593715,1,2900.0,284.0,1165.38
322085594715,1,1600.0,162.0,2511.74
322085595715,0,14600.0,,58964.99
322085596715,1,2500.0,344.0,368.3
322085598715,0,3500.0,,7926.33
322085600715,0,2000.0,,3357.04
322085603715,1,3000.0,194.0,3905.0
322085605715,1,2000.0,284.0,631.29
322085606715,1,9800.0,194.0,3216.66
322085610715,0,2000.0,,6054.48
322085611715,0,4500.0,41.0,6387.5
322085612715,1,20000.0,225.0,9654.53
322085613715,0,5100.0,,21874.95
322085614715,1,20000.0,225.0,9654.53
322085615715,1,3000.0,344.0,0.0
322085618715,1,5000.0,225.0,2466.0
322085619715,0,2500.0,103.0,1523.78
322085620715,1,15000.0,315.0,637.29
322085622715,1,3000.0,315.0,743.75
322085624715,1,4800.0,251.0,1553.84
322085625715,1,3200.0,251.0,1666.08
322085626715,0,3000.0,11.0,11267.86
322085627715,1,1400.0,315.0,440.62
322085628715,0,10000.0,11.0,3905.0
322085630715,1,3000.0,344.0,0.0
322085631715,1,8000.0,251.0,1384.5
322085633715,1,10000.0,251.0,7506.56
322085635715,1,1600.0,162.0,1544.46
322085637715,0,2700.0,11.0,22106.84
